experiment_group,experiment_id,kind,direction,w_min,w_max,num_steps,seed,prompt_id,prompt_text,params,notes,bucket,worker_id
EXP_C_EXTREME_TRADEOFF_COLORS,42df62c50ee5,constant,increasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,a83e598c50a2,constant,increasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,e01f910f92e3,constant,increasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,f12b274782e0,linear,increasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,2898e9b64f18,linear,increasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,f3b5fc291b8a,linear,increasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,528f6dcc5dce,linear,increasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,9e28d8996fb3,linear,increasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,c21573790cf5,linear,increasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,8a5323864950,linear,increasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,b513b8bb310e,linear,increasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,248692e52e1a,linear,increasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,a9e43a99b4f4,linear,increasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,184ee0593852,linear,increasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,a7795602e03c,linear,increasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,4a4d8217514d,linear,increasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,409bb4838e2f,linear,increasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,cd2e421e8cd3,linear,increasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,f88dc09b53eb,linear,increasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,cbc92f790534,linear,increasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,6eec7dc2a17a,linear,increasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,685a92901cd5,linear,increasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,be33887f8da9,linear,increasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,7fcb3a24a8e4,linear,increasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,d0ec791cb091,linear,increasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,d71265fc0712,linear,increasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,1215d3a03262,linear,increasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,9cc3f1b6ad09,linear,decreasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,764d49dfed92,linear,decreasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,d71d3337f20a,linear,decreasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,b4b91766447f,linear,decreasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,7cac184d39e1,linear,decreasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,bf28eec33539,linear,decreasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,09b303d3edbf,linear,decreasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,0ddba23b3a63,linear,decreasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,9f0a5db351ff,linear,decreasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,700263a16673,linear,decreasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,03c3d8c76e75,linear,decreasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,ae4c7f15829c,linear,decreasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,953e2f020325,linear,decreasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,024025a06098,linear,decreasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,644af7539f97,linear,decreasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,8d485146fdb5,linear,decreasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,5c0d0015908d,linear,decreasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,fdc5c1942e3d,linear,decreasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,5cdf35051d6a,linear,decreasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,b822e24cc5b5,linear,decreasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,74e866e5be09,linear,decreasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,e9a8c74ee22c,linear,decreasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,40f0f6c2c85b,linear,decreasing,7.0,100.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,11dd0f40e538,linear,decreasing,7.0,100.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,cc60fa2a5084,exponential,increasing,1.0,2.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,b744ac8413aa,exponential,increasing,1.0,2.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,fafac2fa44c1,exponential,increasing,1.0,2.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,b4dce8c2e177,exponential,increasing,1.0,2.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,c5405aa8b3c4,exponential,increasing,1.0,2.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,175381963cc6,exponential,increasing,1.0,2.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,8b23679260be,exponential,increasing,1.0,12.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,1b68a189eaa8,exponential,increasing,1.0,12.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,b4abd9f5fa7c,exponential,increasing,1.0,12.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,4c5b645d38a7,exponential,increasing,1.0,12.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,008acab558c1,exponential,increasing,1.0,12.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,762d25568b0b,exponential,increasing,1.0,12.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,26176e4d10c9,exponential,increasing,7.0,50.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,01b15f8d5cac,exponential,increasing,7.0,50.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,ad118fe9c0fb,exponential,increasing,7.0,50.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,c97130d6d431,exponential,increasing,7.0,50.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,e39b5fe9f07d,exponential,increasing,7.0,50.0,40,42,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,797533a228e7,exponential,increasing,7.0,50.0,40,1337,P_CAR_HYDRANT_COLORS,A green sports car parked next to a red fire hydrant.,{},tradeoff demo,checkable-details,1
EXP_C_EXTREME_TRADEOFF_COLORS,3e17480ac707,exponential,increasing,7.0,100.0,40,42,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,2
EXP_C_EXTREME_TRADEOFF_COLORS,3f2f1ad0b252,exponential,increasing,7.0,100.0,40,1337,P_MUG_BOOK_COLORS,A solid yellow coffee mug resting on a bright blue book.,{},tradeoff demo,checkable-details,3
EXP_C_EXTREME_TRADEOFF_COLORS,b4cbf70f4a81,exponential,increasing,7.0,100.0,40,42,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,0
EXP_C_EXTREME_TRADEOFF_COLORS,a3618ec88cfc,exponential,increasing,7.0,100.0,40,1337,P_HAT_JACKET_COLORS,A man wearing a bright purple beanie and a neon orange winter jacket.,{},tradeoff demo,checkable-details,1
