experiment_group,experiment_id,kind,direction,w_min,w_max,num_steps,seed,prompt_id,prompt_text,params,notes,bucket,worker_id
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,752fcc82837a,average_constant,increasing,1.0,2.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,61e0d447f539,average_constant,increasing,1.0,2.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,eaf46d04f6b3,average_constant,increasing,1.0,12.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c1fc0b8335c4,average_constant,increasing,1.0,12.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2830cb878bf7,average_constant,increasing,1.0,12.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2cf5de63f655,average_constant,increasing,1.0,12.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,01faf78c346b,average_constant,increasing,1.0,12.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,f90c76b281a1,average_constant,increasing,1.0,12.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,947b9904ac7c,average_constant,increasing,7.0,50.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,3b962f8b4d70,average_constant,increasing,7.0,50.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c9a2d525da33,average_constant,increasing,7.0,50.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,ac1273e40927,average_constant,increasing,7.0,50.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,3cd6abf35d39,average_constant,increasing,7.0,50.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,dbce5efebc65,average_constant,increasing,7.0,50.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,74ccd117fe58,average_constant,increasing,7.0,100.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,042faf94a3c0,average_constant,increasing,7.0,100.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,63b2f87702cd,average_constant,increasing,7.0,100.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,9900d3954571,average_constant,increasing,7.0,100.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,ca3ee95208bb,average_constant,increasing,7.0,100.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,e4faad90102a,average_constant,increasing,7.0,100.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2cbfbe276a30,constant,increasing,1.0,2.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,e5f91f35e39a,constant,increasing,1.0,2.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d871ac852c40,constant,increasing,1.0,2.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,a6221f30d285,constant,increasing,1.0,2.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,382848af939d,constant,increasing,1.0,2.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,15cfcdf1e937,constant,increasing,1.0,2.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,174972c36e65,constant,increasing,1.0,12.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2c98c012001d,constant,increasing,1.0,12.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,087cc912a49c,constant,increasing,1.0,12.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,32ae7a25797e,constant,increasing,1.0,12.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c8a89b7fc4a9,constant,increasing,1.0,12.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,beb0f98525e3,constant,increasing,1.0,12.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,de538651b4b1,constant,increasing,7.0,50.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d9066d020178,constant,increasing,7.0,50.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,e9b195456515,constant,increasing,7.0,50.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,cae3753e2727,constant,increasing,7.0,50.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,1086adece968,constant,increasing,7.0,50.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,165640a418ee,constant,increasing,7.0,50.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,393fbd76146a,constant,increasing,7.0,100.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,0ae8406c9c47,constant,increasing,7.0,100.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,eff10bdb9757,constant,increasing,7.0,100.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,e1bbaf28f5af,constant,increasing,7.0,100.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,be544a0b39bb,constant,increasing,7.0,100.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,db8649ca312a,constant,increasing,7.0,100.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,89ceb0fc74b4,linear,increasing,1.0,2.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,47253c9a869d,linear,increasing,1.0,2.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,32ef7ecf91dd,linear,increasing,1.0,2.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,f55b118a619c,linear,increasing,1.0,2.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,a32c198cc920,linear,increasing,1.0,2.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,b45f746e98d7,linear,increasing,1.0,2.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,1aaabca3df22,linear,increasing,1.0,12.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,537a2f0156cc,linear,increasing,1.0,12.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,14319cdc66af,linear,increasing,1.0,12.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,4fe985c8b92e,linear,increasing,1.0,12.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,3018d2ca0efe,linear,increasing,1.0,12.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2bada75afef9,linear,increasing,1.0,12.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,b622cf1fee3c,linear,increasing,7.0,50.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,488049c41fa9,linear,increasing,7.0,50.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,e1db1177d268,linear,increasing,7.0,50.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,f51c571e9201,linear,increasing,7.0,50.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,a2a697399923,linear,increasing,7.0,50.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,5ab347310edd,linear,increasing,7.0,50.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c78db8c02641,linear,increasing,7.0,100.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,6738227027f2,linear,increasing,7.0,100.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,efc543887f67,linear,increasing,7.0,100.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,250e2fd649f7,linear,increasing,7.0,100.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,97c9bf7deee8,linear,increasing,7.0,100.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,cecd8f67d001,linear,increasing,7.0,100.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,39177306d1e5,linear,decreasing,1.0,2.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,20cb7d1e6e2a,linear,decreasing,1.0,2.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,a34433d0d712,linear,decreasing,1.0,2.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2122897bb65d,linear,decreasing,1.0,2.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,60cbde6e10a6,linear,decreasing,1.0,2.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,289c93724cac,linear,decreasing,1.0,2.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,b9f720444842,linear,decreasing,1.0,12.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,5622ced2a8ad,linear,decreasing,1.0,12.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,776a60ac1c42,linear,decreasing,1.0,12.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,b62db59edf94,linear,decreasing,1.0,12.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,fad6ec5ed6c5,linear,decreasing,1.0,12.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d6bdd0af0cc0,linear,decreasing,1.0,12.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,a5eb2bad0abf,linear,decreasing,7.0,50.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d1c0efe9fe55,linear,decreasing,7.0,50.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,b81819557b61,linear,decreasing,7.0,50.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,0f2c969ec9ac,linear,decreasing,7.0,50.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,8f985326d5b0,linear,decreasing,7.0,50.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,6c488d7b6ee5,linear,decreasing,7.0,50.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d7fe9efcabc7,linear,decreasing,7.0,100.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,216af1c213ff,linear,decreasing,7.0,100.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,5ad8f838590a,linear,decreasing,7.0,100.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,2159db01b935,linear,decreasing,7.0,100.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,d22037645d2e,linear,decreasing,7.0,100.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,54e7f978a135,linear,decreasing,7.0,100.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,46d604ff17e3,exponential,increasing,1.0,2.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,3cac5cbdf8bf,exponential,increasing,1.0,2.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,16d6ff21b345,exponential,increasing,1.0,2.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,6301ed4d0544,exponential,increasing,1.0,2.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,03c76c520ed7,exponential,increasing,1.0,2.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c5d6450cfe8d,exponential,increasing,1.0,2.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,9aa3683d8a4e,exponential,increasing,1.0,12.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,ad309684861c,exponential,increasing,1.0,12.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,818187cc08eb,exponential,increasing,1.0,12.0,40,42,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,baeee007f130,exponential,increasing,1.0,12.0,40,1337,P_COUCH_ON_CEILING,"A large, heavy couch suspended completely upside down from a living room ceiling.",{},tradeoff demo,checkable-details,1
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,c1eb9a378757,exponential,increasing,1.0,12.0,40,42,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,2
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,5dcea45ecc75,exponential,increasing,1.0,12.0,40,1337,P_CAR_ON_ROOF,A modern sports car parked perfectly balancing on the pitched roof of a suburban house.,{},tradeoff demo,checkable-details,3
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,fd93f3e4dfc3,exponential,increasing,7.0,50.0,40,42,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,0
EXP_D_EXTREME_TRADEOFF_OOD_SPATIAL,9527c32e13a5,exponential,increasing,7.0,50.0,40,1337,P_CHAIR_ON_TABLE,A small wooden chair placed directly on top of a dining table.,{},tradeoff demo,checkable-details,1
