experiment_group,experiment_id,kind,direction,w_min,w_max,num_steps,seed,prompt_id,prompt_text,params,notes,bucket,worker_id
EXP_B_EXTREME_TRADEOFF,a14acbf63371,constant,increasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,d61533cffba3,constant,increasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,d5a36c1201de,constant,increasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,ff107de769be,constant,increasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,e07706bd51ec,constant,increasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,71f7cff850f9,constant,increasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,4f49827228b9,linear,increasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,074c8454809d,linear,increasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,8f7edc309113,linear,increasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,cfcab7f55a10,linear,increasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,a702b3e256ef,linear,increasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,f752d6024ff1,linear,increasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,3d75e1472d68,linear,increasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,2258ec249ee4,linear,increasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,f7a5d528ab27,linear,increasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,360e25f0d215,linear,increasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,31f8254618e6,linear,increasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,ca6aace51e9d,linear,increasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,8e0d73c73ef0,linear,increasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,7a8b2b5bf80f,linear,increasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,0c9837f1da4a,linear,increasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,c6f6ffe11bdf,linear,increasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,b3cf5bb2be82,linear,decreasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,4a17f217b5aa,linear,decreasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,7d475dd13bd0,linear,decreasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,64c486992852,linear,decreasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,b05bed3e4067,linear,decreasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,12b7d6e90cf6,linear,decreasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,26234245b492,linear,decreasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,4f3566a4191b,linear,decreasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,c1ec20936cb7,linear,decreasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,cb3fa00f2bcb,linear,decreasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,748e8ab27820,linear,decreasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,0f6d50fb0e82,linear,decreasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,875d59da986b,linear,decreasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,b25238769d38,linear,decreasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,2f0254a20a46,linear,decreasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,d39b4237d933,linear,decreasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,769745d90841,cosine,increasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,6bb23adda5bc,cosine,increasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,adf00cf8e555,cosine,increasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,d877b549613c,cosine,increasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,57cf79aef49b,cosine,increasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,8fe2fba5872f,cosine,increasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,4372355ef3c9,cosine,increasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,a509c5a2f621,cosine,increasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,da71bb966cf0,cosine,increasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,7cfdc4b0ccdf,cosine,increasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,4bbc9797fbff,cosine,increasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,566589aa1c3f,cosine,increasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,90d695efe05e,cosine,increasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,0678b9210bcb,cosine,increasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,ef4ff3871e1f,cosine,increasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,9f89d856eda6,cosine,increasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,cd9c028ec573,cosine,decreasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,387aef77ed46,cosine,decreasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,2e3148b53579,cosine,decreasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,a91919917ec1,cosine,decreasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,a4ea8ebb28c6,cosine,decreasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,1335acba94bc,cosine,decreasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,d55d87d33ece,cosine,decreasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,522e51ae2325,cosine,decreasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,3aedbb5224fa,cosine,decreasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,c6c12e8fb1d5,cosine,decreasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,40c8c7e9f839,cosine,decreasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,221f38755c08,cosine,decreasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,4d4f5342e547,cosine,decreasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,cadb8df3c79a,cosine,decreasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,e825f420c3a0,cosine,decreasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,f47d6f2fe39a,cosine,decreasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,7d6b15591dbf,sigmoid,increasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,592e8670da52,sigmoid,increasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,b975d50c96a3,sigmoid,increasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,7d5fed06c145,sigmoid,increasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,6b99aa8e8284,sigmoid,increasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,4a6b1c300e59,sigmoid,increasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,19ca860ab90b,sigmoid,increasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,dd2b64df7e7d,sigmoid,increasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,ed90bd8a2c89,sigmoid,increasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,064a8d85b433,sigmoid,increasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,47877ee6dcad,sigmoid,increasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,55a69b30827b,sigmoid,increasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,3a8ffd404c7b,sigmoid,increasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,3c872fb776c2,sigmoid,increasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,de01ab9a76da,sigmoid,increasing,7.0,100.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,cd51687a8242,sigmoid,increasing,7.0,100.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,5c0d65f4b5d6,sigmoid,decreasing,1.0,2.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,600d8c4ca40f,sigmoid,decreasing,1.0,2.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,45366fda5773,sigmoid,decreasing,1.0,2.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,a78f47498224,sigmoid,decreasing,1.0,2.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,479695042c1f,sigmoid,decreasing,1.0,12.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,88191ab17305,sigmoid,decreasing,1.0,12.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,1c60ddfd831e,sigmoid,decreasing,1.0,12.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,a580d5caa82a,sigmoid,decreasing,1.0,12.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,912e69119e20,sigmoid,decreasing,7.0,50.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,edcfd407324e,sigmoid,decreasing,7.0,50.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
EXP_B_EXTREME_TRADEOFF,179018d1dd8b,sigmoid,decreasing,7.0,50.0,40,42,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,2
EXP_B_EXTREME_TRADEOFF,7c619fc89d33,sigmoid,decreasing,7.0,50.0,40,1337,P_VASE_COUNT_DETAILED,"masterpiece, best quality, 5 ceramic vases on a minimalist shelf, distinct shapes, clean shadows",{},tradeoff demo,checkable-details,3
EXP_B_EXTREME_TRADEOFF,b5f586cb7d83,sigmoid,decreasing,7.0,100.0,40,42,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,0
EXP_B_EXTREME_TRADEOFF,7a27a10a646b,sigmoid,decreasing,7.0,100.0,40,1337,P_APPLE_COUNT_DETAILED,"masterpiece, best quality, 3 red apples on a wooden table, studio lighting, sharp focus",{},tradeoff demo,checkable-details,1
